503642998832242689;Sun Aug 24 20:40:22 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643489037737984;Sun Aug 24 20:42:19 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/YETaVHKABo |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643485035978752;Sun Aug 24 20:42:18 +0000 2014;RT @matthiassonwine: Will be barrel pickup sticks #napaearthquake http://t.co/4WRYxfJ2vs;napaearthquake, 
503643491852111872;Sun Aug 24 20:42:20 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/q7UcbsrsH4 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643483442532353;Sun Aug 24 20:42:18 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/XsMNLELTis |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643511355617280;Sun Aug 24 20:42:25 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/JfBc8QJBNU |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643494725197824;Sun Aug 24 20:42:21 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/zpOZsrjPXZ |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643523296821248;Sun Aug 24 20:42:27 +0000 2014;RT @abc7newsBayArea: #napaquake Expect heavy traffic on Highway 37 &amp; 121, Sonoma Raceway Grand Prix will go on despite quake. WATCH LIVE: h…;napaquake, 
503643506141708288;Sun Aug 24 20:42:23 +0000 2014;the quake in Napa looked scary :/;
503643476207337472;Sun Aug 24 20:42:16 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/E0qvV0CLeO |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643535044653056;Sun Aug 24 20:42:30 +0000 2014;“@YooGabby: "You stay quake-y Sonoma county" 😂😂😂@kschnack94 your stories are the Fucken best.” Only for u @YooGabby;
503643486835712000;Sun Aug 24 20:42:19 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/1fbHTRD7oA |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643516883709952;Sun Aug 24 20:42:26 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/kFxkVuzpG7 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643477683752961;Sun Aug 24 20:42:16 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/Pri8nd0hlf |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643474122788864;Sun Aug 24 20:42:16 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/XHySZyGw2M |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643528455790592;Sun Aug 24 20:42:29 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/A7B3nzpTxo |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643484646277121;Sun Aug 24 20:42:18 +0000 2014;Interesting difference between Ferguson,Mo and Napa,CA is all the storefront windows are broken out due to the #earthquake and no looting;earthquake, 
503643518922145792;Sun Aug 24 20:42:26 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/uxMpngrIcy |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643481244725248;Sun Aug 24 20:42:17 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/wErkophGlh |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643494846836736;Sun Aug 24 20:42:21 +0000 2014;Wine tasting today in Napa?  https://t.co/34vzeXQ8Fl via @MatthewKeysLive #EarthquakeCalifornia #NapaQuake;EarthquakeCalifornia, NapaQuake, 
503643507215839235;Sun Aug 24 20:42:24 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/v9XE7NwDte |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643508549623808;Sun Aug 24 20:42:24 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/mrHtY3yUWT |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643524840308737;Sun Aug 24 20:42:28 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/A61Ibg9i2s |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643516174868480;Sun Aug 24 20:42:26 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/xkX2ALlgIg |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643529382748163;Sun Aug 24 20:42:29 +0000 2014;@RedCrossCRC Verizon offering free cell phone charging and internet access at Napa and Vallejo VZW stores. #napaquake;napaquake, 
503643528732221440;Sun Aug 24 20:42:29 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643504493731840;Sun Aug 24 20:42:23 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/t3CYakYEQI |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643522986045440;Sun Aug 24 20:42:27 +0000 2014;How about that crazy #earthquake in Napa? My heart goes out to you folks, take care in the aftershocks!;earthquake, 
503643493286567936;Sun Aug 24 20:42:20 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/9UcAjt1d5L |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643479025909761;Sun Aug 24 20:42:17 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/R4cvt48bdJ |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643476899405824;Sun Aug 24 20:42:16 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/KE2i8dVDcs |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643499808718850;Sun Aug 24 20:42:22 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/gSNW3vpJnV |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643502606311426;Sun Aug 24 20:42:22 +0000 2014;RT @UTsandiego: What 6.0 #earthquake did to #Napa Many injuries, no known deaths. http://t.co/w61mvthCMV http://t.co/qdC3spGORG;earthquake, Napa, 
503643512932667393;Sun Aug 24 20:42:25 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/XS71BxCr5j |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643499137609728;Sun Aug 24 20:42:22 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/6aX7LfyUrC |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643532541046784;Sun Aug 24 20:42:30 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/rCX4GOjJw7 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643474768703489;Sun Aug 24 20:42:16 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/AZ67yuBVnd |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643475544645632;Sun Aug 24 20:42:16 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/MmJhpcFlKw |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643485493559299;Sun Aug 24 20:42:18 +0000 2014;RT @latimesfood: Napa wineries sustain damage from 6.1 magnitude earthquake http://t.co/HaOdFNcvoA;
503643497426350081;Sun Aug 24 20:42:21 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503643526375407616;Sun Aug 24 20:42:28 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/4r2odgtlBF |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643529697320960;Sun Aug 24 20:42:29 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643487531978752;Sun Aug 24 20:42:19 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/8ygDKe2vre |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643510911021056;Sun Aug 24 20:42:24 +0000 2014;The latest from AP reporters on scene after California earthquake causes damage, injuries http://t.co/NGWPsCGewm;
503643517512851456;Sun Aug 24 20:42:26 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/OuRO8FddTu |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643489742385152;Sun Aug 24 20:42:19 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/GOFj2mc61u |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643527746949120;Sun Aug 24 20:42:28 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/g4q998rz9S |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643482029047808;Sun Aug 24 20:42:18 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/joUhPz0ikf |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643512160923649;Sun Aug 24 20:42:25 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/XT9IwJFTJA |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643506100150274;Sun Aug 24 20:42:23 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/juALlv3MYg |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643503726178305;Sun Aug 24 20:42:23 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/YKQAxINVfm |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643491143282688;Sun Aug 24 20:42:20 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/gWFWZhC9eZ |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643518276206593;Sun Aug 24 20:42:26 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/HHZm6G3mhG |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643533647949825;Sun Aug 24 20:42:30 +0000 2014;RT @EvanWagstaff: Oil, vinegar store completely ruined, but smells incredible #napaquake http://t.co/5WDJQCwg1i;napaquake, 
503643493961838592;Sun Aug 24 20:42:20 +0000 2014;RT @Cal_OES: .@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake;Napa, 
503643521140928512;Sun Aug 24 20:42:27 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/CJGqdxYzpU |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643514321002498;Sun Aug 24 20:42:25 +0000 2014;Photos show earthquake devastation in Napa wine country http://t.co/YKkSOseonD;
503643490316607488;Sun Aug 24 20:42:19 +0000 2014;Napa Quake http://t.co/mUYwsvaBRL;
503643486076538881;Sun Aug 24 20:42:18 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/7Enpv7rKhQ |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643514505527297;Sun Aug 24 20:42:25 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/yJpKrGVG83 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643486923403264;Sun Aug 24 20:42:19 +0000 2014;RT @latimes: Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfo…;
503643502723735553;Sun Aug 24 20:42:22 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/yGZEhqFj6Q |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643479734755329;Sun Aug 24 20:42:17 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/dV4CbYVCgZ |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643485418037249;Sun Aug 24 20:42:18 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/bkRRDGkSh7 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643551138607105;Sun Aug 24 20:42:34 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/F56DeV6ceM |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643544436113409;Sun Aug 24 20:42:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/l3OF7I2nWt |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643541776908288;Sun Aug 24 20:42:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/ERiJk0lUEg |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643616045436930;Sun Aug 24 20:42:49 +0000 2014;RT @sashaalexander: My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!;napaearthquake, 
503643599188545536;Sun Aug 24 20:42:46 +0000 2014;RT @TedLandK5: Photos of #napaquake damage shared by a @KING5Seattle viewer who now lives in Napa &amp; works in wine industry. http://t.co/5IE…;napaquake, 
503643657137041409;Sun Aug 24 20:42:59 +0000 2014;Oh oh.. #vakantie "@BuzzFeedNews: Magnitude 6.0 earthquake reported in Napa County http://t.co/4iT4bTwki8 http://t.co/ErqGNtr32o”;vakantie, 
503643619707068416;Sun Aug 24 20:42:50 +0000 2014;Northern #California &gt;&gt; #Earthquake Leaves Area Devastated http://t.co/cAjPRVYPRS http://t.co/zmf7WBtltx;California, Earthquake, 
503643668725903360;Sun Aug 24 20:43:02 +0000 2014;RT @nbcbayarea: Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http:/…;
503643541068062720;Sun Aug 24 20:42:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/32neFCbIcP |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643624622391296;Sun Aug 24 20:42:52 +0000 2014;RT @Cal_OES: .@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake;Napa, 
503643583069839360;Sun Aug 24 20:42:42 +0000 2014;Earthquake San Francisco 2014 - 6.0 earthquake hit Napa Valley houses ca...: http://t.co/FZkCyNYOKS vía @YouTube;
503643650224451584;Sun Aug 24 20:42:58 +0000 2014;RT @MaryLeeKING5: “@GavinNewsom Wow! Just some of the damage the #NapaQuake had on the city &amp; its historic areas http://t.co/Mdbd5SSVzP” In…;NapaQuake, 
503643553999126528;Sun Aug 24 20:42:35 +0000 2014;RT @byHeatherLong: Most Californians don't have #earthquake insurance. In #Napa &amp; Sonoma only about 1 in 10 do. http://t.co/FzA6qoEseh via …;earthquake, Napa, 
503643561116450816;Sun Aug 24 20:42:36 +0000 2014;Strong quake jars N. California: NAPA, Calif. — The largest earthquake to hit the San Franci... http://t.co/h8lUclD3xe #News #Azerbaijan;News, Azerbaijan, 
503643551025348609;Sun Aug 24 20:42:34 +0000 2014;RT @alawine: "Will be barrel pickup sticks #napaearthquake" http://t.co/qF4PEPuHTm RT @matthiassonwine #napa #earthquake;napaearthquake, napa, earthquake, 
503643561804709889;Sun Aug 24 20:42:37 +0000 2014;RT @NapaCoRedCross: If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants…;
503643605521944576;Sun Aug 24 20:42:47 +0000 2014;RT @Miss604: MT @AlexJamesFitz: Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/Ty3…;nbcbayarea, 
503643571535114241;Sun Aug 24 20:42:39 +0000 2014;RT @AdamsonAshley: Lemonade RT @passantino: Napa streets turned skate park after 6.0 quake, via @vickydnguyen http://t.co/SvOSKb32Eb;
503643618096058368;Sun Aug 24 20:42:50 +0000 2014;RT @nelson3748: “...earthquake in Napa...described as "vibrant and intense, but not overly flamboyant with a clean, earthy finish."” @JackH…;
503643640447905792;Sun Aug 24 20:42:55 +0000 2014;RT @NapaCoRedCross: If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants…;
503643589922926592;Sun Aug 24 20:42:43 +0000 2014;2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO @redcrossbayarea;napaquake, NAPA, VALLEJO, 
503643551813877760;Sun Aug 24 20:42:34 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/FOsPz98axE |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643618423234561;Sun Aug 24 20:42:50 +0000 2014;California Rattled By Strong Earthquake http://t.co/edVmLA7FN2;
503643538081726464;Sun Aug 24 20:42:31 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/xZMBcNCScd |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643645094801408;Sun Aug 24 20:42:56 +0000 2014;RT @TheWineHub: "#Winemakers R surveying the damage following the #Napaquake" &gt; @SFGate @vinography http://t.co/XNjVLkEQIE http://t.co/v3pm…;Winemakers, Napaquake, 
503643542393487360;Sun Aug 24 20:42:32 +0000 2014;So this earthquake was triggered by CA winegrowers to artificially spike prices? Bombs deep in Mother's swimsuit area, is what I hear.;
503643570721394688;Sun Aug 24 20:42:39 +0000 2014;RT @newhavendaily: Real time coverage of #Napa California #earthquake at http://napa http://t.co/W5IckRM3KF |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643549456273409;Sun Aug 24 20:42:34 +0000 2014;Photos: Powerful Earthquake Rocks Bay Area, Napa Valley http://t.co/Dvjgr6H1tI;
503643557849477120;Sun Aug 24 20:42:36 +0000 2014;RT @clydetheslyde: Conservatives already assessing blame on this morning's San Francisco area #earthquake. http://t.co/Dtst5GrdhU;earthquake, 
503643664015712256;Sun Aug 24 20:43:01 +0000 2014;Feel terrible for those in Napa /: stay safe everyone #napaquake;napaquake, 
503643543164829696;Sun Aug 24 20:42:32 +0000 2014;#Eearthchanges Strongest Earthquake in 25 Years Hits Northern California http://t.co/aLLPoVfJ5b via #hng;Eearthchanges, hng, 
503643550391603200;Sun Aug 24 20:42:34 +0000 2014;Napa-Vallejo area has been affected the most by the #Earthquake but minimal human loss/injury. Most damage was to infrastructure.;Earthquake, 
503643536836026369;Sun Aug 24 20:42:31 +0000 2014;RT @nbcbayarea: Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http:/…;
503643604774961152;Sun Aug 24 20:42:47 +0000 2014;My thoughts and prayers go out to those affected by the earthquake in northern California in the American canyon , Napa area;
503643548894658560;Sun Aug 24 20:42:33 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/Z351fbWH6Q |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643622198083584;Sun Aug 24 20:42:51 +0000 2014;RT @bushrangersbar: OMG work to news of #Earthquake in #Napa are you guys safe @NapaWineGirl2 @TurtleWineGirl @amylieberfarb @Paupaiz @Bott…;Earthquake, Napa, 
503643599293386752;Sun Aug 24 20:42:45 +0000 2014;RT @danhogman: Sad day for so many reasons #earthquake #napa stole this one from Silver Oaks http://t.co/XrcCCCteui;earthquake, napa, 
503643564375416832;Sun Aug 24 20:42:37 +0000 2014;Road has been fixed RT @nancymancias: Highway 12 Sonoma crew at buckled road due to early morning #napaquake http://t.co/j2Ov2Fx4tE #napa;napaquake, napa, 
503643663868514304;Sun Aug 24 20:43:01 +0000 2014;RT @FoxNews: 6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t…;earthquake, napaquake, 
503643659682594816;Sun Aug 24 20:43:00 +0000 2014;RT @dianedwyersf: New #earthquake #napa video from @petfoodexpress PFE is matching up to $10k in donations to Napa Co Animal Shelter https:…;earthquake, napa, 
503643656939520000;Sun Aug 24 20:42:59 +0000 2014;Quake rocks California wine country, dozens injured. Via @Reuters  http://t.co/duJUn63XXN;
503643538194579457;Sun Aug 24 20:42:31 +0000 2014;RT @SJVGrapes: Wow! It'll be a real puzzle organizing that room. RT @matthiassonwine: Will be barrel pickup sticks #napaearthquake http://t…;napaearthquake, 
503643566883622913;Sun Aug 24 20:42:38 +0000 2014;Strong quake jars N. California: NAPA, Calif. — The largest earthquake to hit the San Francisco Bay Area in 25... http://t.co/m1BG4gDvyM;
503643542464774144;Sun Aug 24 20:42:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/oWt5ax4EIR |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643652841672704;Sun Aug 24 20:42:58 +0000 2014;*gag* Oh the humanity! RT @jilltucker Boho #napaquake Damage everywhere. http://t.co/3HtxgFvV2i;napaquake, 
503643564698767361;Sun Aug 24 20:42:37 +0000 2014;RT @SJEarthquakes: We hope everyone is OK out there. Stay safe, Bay Area #earthquake;earthquake, 
503643649591476224;Sun Aug 24 20:42:58 +0000 2014;RT @WKRN: The largest earthquake to hit the San Francisco Bay Area in 25 years: http://t.co/2OI5d80mjV http://t.co/FubWzaiibT;
503643546604544000;Sun Aug 24 20:42:33 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/OIUu4VxXnc |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643549879918592;Sun Aug 24 20:42:34 +0000 2014;Indy Car race on after Northern California quake http://t.co/EfcDmIO7c3 #sanfrancisco;sanfrancisco, 
503643614669725696;Sun Aug 24 20:42:49 +0000 2014;RT @SBSNews: State of emergency declared after 6.0-magnitude quake hits California http://t.co/W4Ne9bNyjK http://t.co/tnzjALoc1L;
503643536747954177;Sun Aug 24 20:42:31 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/hsIfZ4B4oL |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643571254075393;Sun Aug 24 20:42:39 +0000 2014;@R2Pindex ---&gt; Earthquake Hits North California: Northern California was hit by a A 6.0-magnitude ear... http://t.co/arFciKiKSD #Nigeria;Nigeria, 
503643600719052801;Sun Aug 24 20:42:46 +0000 2014;“@dailydot: San Francisco earthquake causes devastating loss of wine: http://t.co/11utMIgthG http://t.co/GkwPfztqRZ” 1st world problems;
503643538752815106;Sun Aug 24 20:42:31 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/kKOvgruHD6 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643644684161025;Sun Aug 24 20:42:56 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643549695741953;Sun Aug 24 20:42:34 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/Sw4FAch1FW |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643596424503298;Sun Aug 24 20:42:45 +0000 2014;Is 10 seconds earthquake warning nothing? Perhaps, but 50 seconds would already have significant impact  http://t.co/onaC1RBHvA;
503643664539607041;Sun Aug 24 20:43:01 +0000 2014;Free to use with credit: Significant earthquake damage to the U.S. Post Office building in Napa, California - http://t.co/nRuFYcOe5x;
503643596894273537;Sun Aug 24 20:42:45 +0000 2014;We heard about the earthquake. All our mates have cheked n and r safe n Napa area. Prayers 4 those hurt.;
503643543739826176;Sun Aug 24 20:42:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/mb8V9SwKca |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643569333104641;Sun Aug 24 20:42:38 +0000 2014;RT @harveywine: Napa earthquake damage from a wine and dine perspective: http://t.co/AVkKg0pIRd;
503643597041061888;Sun Aug 24 20:42:45 +0000 2014;RT @Earthquake361: Earthquake, Aftershocks Shake Northern California - NPR http://t.co/Gq1UyfbnEc;
503643644180824064;Sun Aug 24 20:42:56 +0000 2014;RT @KamalaHarris: Thinking of those impacted by the #napa #earthquake. Thank you to first responders &amp; local law enforcement for strong &amp; c…;napa, earthquake, 
503643545958641664;Sun Aug 24 20:42:33 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/FwJOCGDq2J |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643595816316928;Sun Aug 24 20:42:45 +0000 2014;RT @latimes: Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfo…;
503643572307255296;Sun Aug 24 20:42:39 +0000 2014;RT @NBCNews: BREAKING: Magnitude 6.0 earthquake shakes San Francisco area http://t.co/PCgX3M7BQ2;
503643548093526016;Sun Aug 24 20:42:33 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/mDPJD2DwQq |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643652053143553;Sun Aug 24 20:42:58 +0000 2014;RT @nbcchicago: Napa Valley winery loses hundreds of bottles following Sunday's #earthquake --&gt; http://t.co/rzR5xmP8yB http://t.co/RZM2KjUO…;earthquake, 
503643668272529408;Sun Aug 24 20:43:02 +0000 2014;RT @sfchronicle: Update: Injury toll from #Napaquake has risen to 120. http://t.co/Ejj6x6QIFY http://t.co/K30rlaKwLP;Napaquake, 
503643591114493952;Sun Aug 24 20:42:44 +0000 2014;RT @FoxNews: Northern California rocked by magnitude 6.0 earthquake http://t.co/QLEh5Zl8uA http://t.co/Mqhlkuv2P8;
503643559577550848;Sun Aug 24 20:42:36 +0000 2014;RT @ShelfAwareness: Earthquake report from Napa's @Copperfields : "It's a big, fat mess"; closed today, maybe tmwrw. Other stores OK, http:…;
503643620587896832;Sun Aug 24 20:42:51 +0000 2014;RT @conor64: RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake // I approve!;quake, 
503643613780516865;Sun Aug 24 20:42:49 +0000 2014;Oh dear. Looking at the #Napa pics following the earthquake. Hope everyone's OK!;Napa, 
503643542690856960;Sun Aug 24 20:42:32 +0000 2014;I have friends in the Bay Area, I've never heard Chris Brown. What did I look at first the shooting at his party or the 6.0 earthquake? Duh.;
503643584055476225;Sun Aug 24 20:42:42 +0000 2014;We hope everyone has a speedy recovery in today's napa valley earthquake.;
503643537385467904;Sun Aug 24 20:42:31 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/iKe83lj9OS |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643606926630912;Sun Aug 24 20:42:47 +0000 2014;A magnitude 6.0 earthquake hit Northern California near Napa Valley Sunday, injuring 89 — 3 critically… http://t.co/pi8S1mDrdq;
503643612609921024;Sun Aug 24 20:42:49 +0000 2014;RT @laura_nelson: Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http…;
503643771175960577;Sun Aug 24 20:43:26 +0000 2014;.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake /via @Cal_OES  What? More info or a URL?;Napa, 
503643684785487873;Sun Aug 24 20:43:06 +0000 2014;RT @kron4news: 2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO …;napaquake, NAPA, VALLEJO, 
503643774996996096;Sun Aug 24 20:43:27 +0000 2014;Just heard about the earthquake in CA. I am praying for everyone affected.;
503643692176269312;Sun Aug 24 20:43:08 +0000 2014;RT @danielpunkass: Growing up in California, you learn anything that can kill or be killed in an earthquake should be fastened to the walls.;
503643797088002048;Sun Aug 24 20:43:33 +0000 2014;RT @KTLA: #NapaQuake update: at least 120 people reported to have been injured; 3 in critical condition, including child http://t.co/bV3bRM…;NapaQuake, 
503643797319069696;Sun Aug 24 20:43:33 +0000 2014;Strongest quake in 25 years strikes California's Bay Area http://t.co/FNiXTuGl6F;
503643742516301827;Sun Aug 24 20:43:20 +0000 2014;Powerful Earthquake Slams San Francisco http://t.co/cBoka3Kdkk;
503643677437464577;Sun Aug 24 20:43:04 +0000 2014;RT @EcoJive: More Than A Dozen Buildings Uninhabitable After Napa Earthquake http://t.co/T8tsBAG2RZ #ff @EcoJive;ff, 
